Tarih,Ürün,Avrupa Birliği Birimi,AB Piyasa Fiyatı,AB Piyasa Fiyatı- Yüksek,AB Piyasa Fiyatı- Düşük,Dolar Kuru (Satış)
2022-11-16,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,947.75,948.0,947.5,18.6251
2022-11-15,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,974.25,974.5,974.0,18.6199
2022-11-14,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,986.75,987.0,986.5,18.6153
2022-11-13,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1002.75,1003.0,1002.5,18.5448
2022-11-12,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1002.75,1003.0,1002.5,18.5448
2022-11-11,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1002.75,1003.0,1002.5,18.5448
2022-11-10,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,980.0,980.25,979.75,18.6127
2022-11-09,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,983.5,983.75,983.25,18.6126
2022-11-08,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1009.5,1009.75,1009.25,18.6138
2022-11-07,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1027.5,1027.75,1027.25,18.6168
2022-11-06,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1037.0,1037.25,1036.75,18.6271
2022-11-05,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1037.0,1037.25,1036.75,18.6271
2022-11-04,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1037.0,1037.25,1036.75,18.6271
2022-11-03,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1015.25,1015.5,1015.0,18.6307
2022-11-02,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1017.5,1017.75,1017.25,18.6316
2022-11-01,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,977.25,977.5,977.0,18.6291
2022-10-31,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,946.25,946.5,946.0,18.625
2022-10-30,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,943.25,943.5,943.0,18.6215
2022-10-29,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,943.25,943.5,943.0,18.6215
2022-10-28,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,943.25,943.5,943.0,18.6215
2022-10-27,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,969.0,969.25,968.75,18.6215
2022-10-26,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,942.0,942.25,941.75,18.6199
2022-10-25,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,915.75,916.0,915.5,18.616
2022-10-24,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,905.25,905.5,905.0,18.6165
2022-10-23,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,905.75,906.0,905.5,18.6076
2022-10-22,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,905.75,906.0,905.5,18.6076
2022-10-21,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,905.75,906.0,905.5,18.6076
2022-10-20,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,911.5,911.75,911.25,18.6021
2022-10-19,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,883.5,883.75,883.25,18.5996
2022-10-18,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,860.25,860.5,860.0,18.5998
2022-10-17,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,886.25,886.5,886.0,18.5997
2022-10-16,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,891.75,892.0,891.5,18.593
2022-10-15,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,891.75,892.0,891.5,18.593
2022-10-14,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,891.75,892.0,891.5,18.593
2022-10-13,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,921.0,921.25,920.75,18.5991
2022-10-12,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,889.5,889.75,889.25,18.5999
2022-10-11,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,887.75,888.0,887.5,18.5949
2022-10-10,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,924.75,925.0,924.5,18.5915
2022-10-09,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,939.25,939.5,939.0,18.5927
2022-10-08,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,939.25,939.5,939.0,18.5927
2022-10-07,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,939.25,939.5,939.0,18.5927
2022-10-06,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,917.25,917.5,917.0,18.5923
2022-10-05,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,913.0,913.25,912.75,18.5885
2022-10-04,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,904.75,905.0,904.5,18.5781
2022-10-03,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,862.5,862.75,862.25,18.5731
2022-10-02,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,851.0,851.25,850.75,18.5521
2022-10-01,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,851.0,851.25,850.75,18.5521
2022-09-30,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,851.0,851.25,850.75,18.5521
2022-09-29,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,881.75,882.0,881.5,18.5371
2022-09-28,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,874.5,874.75,874.25,18.5195
2022-09-27,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,836.25,836.5,836.0,18.4842
2022-09-26,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,812.5,812.75,812.25,18.4598
2022-09-25,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,808.75,809.0,808.5,18.4033
2022-09-24,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,808.75,809.0,808.5,18.4033
2022-09-23,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,808.75,809.0,808.5,18.4033
2022-09-22,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,835.0,835.25,834.75,18.3732
2022-09-21,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,819.75,820.0,819.5,18.3279
2022-09-20,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,815.75,816.0,815.5,18.3115
2022-09-19,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,826.25,826.5,826.0,18.2987
2022-09-18,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,826.25,826.5,826.0,18.2802
2022-09-17,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,826.25,826.5,826.0,18.2802
2022-09-16,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,826.25,826.5,826.0,18.2802
2022-09-15,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,830.5,830.75,830.25,18.2755
2022-09-14,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,865.25,865.5,865.0,18.2649
2022-09-13,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,845.25,845.5,845.0,18.2533
2022-09-12,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,855.5,855.75,855.25,18.2515
2022-09-11,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,828.0,828.25,827.75,18.2517
2022-09-10,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,828.0,828.25,827.75,18.2517
2022-09-09,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,828.0,828.25,827.75,18.2517
2022-09-08,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,805.0,805.25,804.75,18.2523
2022-09-07,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,813.25,813.5,813.0,18.2468
2022-09-06,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,842.75,843.0,842.5,18.2376
2022-09-05,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,851.25,851.5,851.0,18.2378
2022-09-04,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,842.5,842.75,842.25,18.2337
2022-09-03,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,842.5,842.75,842.25,18.2337
2022-09-02,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,842.5,842.75,842.25,18.2337
2022-09-01,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,811.0,811.25,810.75,18.2132
2022-08-31,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,845.0,845.25,844.75,18.2031
2022-08-30,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,879.75,880.0,879.5,18.1975
2022-08-29,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,900.5,900.75,900.25,18.1975
2022-08-28,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,900.5,900.75,900.25,18.1892
2022-08-27,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,900.5,900.75,900.25,18.1892
2022-08-26,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,900.5,900.75,900.25,18.1892
2022-08-25,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,936.0,936.25,935.75,18.1793
2022-08-24,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,924.0,924.25,923.75,18.1503
2022-08-23,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,951.75,952.0,951.5,18.1345
2022-08-22,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,936.0,936.25,935.75,18.1314
2022-08-21,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,965.75,966.0,965.5,18.1093
2022-08-20,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,965.75,966.0,965.5,18.1093
2022-08-19,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,965.75,966.0,965.5,18.1093
2022-08-18,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,962.5,962.75,962.25,18.0011
2022-08-17,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,933.75,934.0,933.5,17.9735
2022-08-16,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,925.0,925.25,924.75,17.9744
2022-08-15,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,940.0,940.25,939.75,17.9734
2022-08-14,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,951.0,951.25,950.75,17.9689
2022-08-13,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,951.0,951.25,950.75,17.9689
2022-08-12,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,951.0,951.25,950.75,17.9689
2022-08-11,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,974.25,974.5,974.0,17.9679
2022-08-10,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,944.75,945.0,944.5,17.9631
2022-08-09,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,938.25,938.5,938.0,17.9642
2022-08-08,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,919.5,919.75,919.25,17.9716
2022-08-07,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,907.5,907.75,907.25,17.9685
2022-08-06,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,907.5,907.75,907.25,17.9685
2022-08-05,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,907.5,907.75,907.25,17.9685
2022-08-04,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,909.0,909.25,908.75,17.9673
2022-08-03,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,985.5,985.75,985.25,17.9681
2022-08-02,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1004.75,1005.0,1004.5,17.965
2022-08-01,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,989.5,989.75,989.25,17.9577
2022-07-31,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1079.75,1080.0,1079.5,17.9261
2022-07-30,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1079.75,1080.0,1079.5,17.9261
2022-07-29,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1079.75,1080.0,1079.5,17.9261
2022-07-28,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1062.0,1062.25,1061.75,17.9367
2022-07-27,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1052.5,1052.75,1052.25,17.9023
2022-07-26,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1040.5,1040.75,1040.25,17.8656
2022-07-25,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1048.5,1048.75,1048.25,17.8331
2022-07-24,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1039.25,1039.5,1039.0,17.7429
2022-07-23,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1039.25,1039.5,1039.0,17.7429
2022-07-22,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1039.25,1039.5,1039.0,17.7429
2022-07-21,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1015.5,1015.75,1015.25,17.6599
2022-07-20,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1071.0,1071.25,1070.75,17.5922
2022-07-19,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1070.5,1070.75,1070.25,17.5741
2022-07-18,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1107.75,1108.0,1107.5,17.495
2022-07-17,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1098.5,1098.75,1098.25,17.4896
2022-07-16,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1098.5,1098.75,1098.25,17.4896
2022-07-15,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1098.5,1098.75,1098.25,17.4896
2022-07-14,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1104.75,1105.0,1104.5,17.4896
2022-07-13,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1136.5,1136.75,1136.25,17.4226
2022-07-12,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1170.25,1170.5,1170.0,17.2912
2022-07-11,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1237.25,1237.5,1237.0,17.2912
2022-07-10,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1252.75,1253.0,1252.5,17.2912
2022-07-09,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1252.75,1253.0,1252.5,17.2912
2022-07-08,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1252.75,1253.0,1252.5,17.2912
2022-07-07,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1261.25,1261.5,1261.0,17.2912
2022-07-06,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1199.5,1199.75,1199.25,17.2128
2022-07-05,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1234.5,1234.75,1234.25,16.9674
2022-07-04,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1360.0,1360.25,1359.75,16.8237
2022-07-03,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1324.25,1324.5,1324.0,16.7456
2022-07-02,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1324.25,1324.5,1324.0,16.7456
2022-07-01,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1324.25,1324.5,1324.0,16.7456
2022-06-30,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1310.0,1310.25,1309.75,16.6914
2022-06-29,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1376.25,1376.5,1376.0,16.6991
2022-06-28,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1389.75,1390.0,1389.5,16.6488
2022-06-27,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1387.5,1387.75,1387.25,16.676
2022-06-26,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1377.25,1377.5,1377.0,17.3791
2022-06-25,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1377.25,1377.5,1377.0,17.3791
2022-06-24,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1377.25,1377.5,1377.0,17.3791
2022-06-23,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1371.75,1372.0,1371.5,17.3782
2022-06-22,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1358.25,1358.5,1358.0,17.3613
2022-06-21,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1390.5,1390.75,1390.25,17.348
2022-06-20,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1357.25,1357.5,1357.0,17.3425
2022-06-19,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1319.5,1319.75,1319.25,17.3216
2022-06-18,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1319.5,1319.75,1319.25,17.3216
2022-06-17,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1319.5,1319.75,1319.25,17.3216
2022-06-16,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1360.75,1361.0,1360.5,17.3191
2022-06-15,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1383.5,1383.75,1383.25,17.2879
2022-06-14,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1425.0,1425.25,1424.75,17.2653
2022-06-13,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1413.25,1413.5,1413.0,17.2654
2022-06-12,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1447.5,1447.75,1447.25,17.0896
2022-06-11,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1447.5,1447.75,1447.25,17.0896
2022-06-10,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1447.5,1447.75,1447.25,17.0896
2022-06-09,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1475.75,1476.0,1475.5,17.2295
2022-06-08,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1434.25,1434.5,1434.0,17.1232
2022-06-07,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1397.75,1398.0,1397.5,16.7385
2022-06-06,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1433.25,1433.5,1433.0,16.5887
2022-06-05,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1425.0,1425.25,1424.75,16.5062
2022-06-04,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1425.0,1425.25,1424.75,16.5062
2022-06-03,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1425.0,1425.25,1424.75,16.5062
2022-06-02,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1425.0,1425.25,1424.75,16.4686
2022-06-01,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1425.0,1425.25,1424.75,16.4423
2022-05-31,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1407.5,1407.75,1407.25,16.4171
2022-05-30,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1372.5,1372.75,1372.25,16.3857
2022-05-29,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1345.5,1345.75,1345.25,16.3773
2022-05-28,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1345.5,1345.75,1345.25,16.3773
2022-05-27,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1345.5,1345.75,1345.25,16.3773
2022-05-26,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1330.0,1330.25,1329.75,16.3975
2022-05-25,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1292.5,1292.75,1292.25,16.2963
2022-05-24,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1238.75,1239.0,1238.5,16.1135
2022-05-23,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1250.25,1250.5,1250.0,15.878
2022-05-22,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1255.5,1255.75,1255.25,15.9536
2022-05-21,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1255.5,1255.75,1255.25,15.9536
2022-05-20,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1255.5,1255.75,1255.25,15.9536
2022-05-19,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1225.75,1226.0,1225.5,15.9492
2022-05-18,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1237.75,1238.0,1237.5,15.9492
2022-05-17,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1304.75,1305.0,1304.5,15.8171
2022-05-16,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1286.5,1286.75,1286.25,15.5919
2022-05-15,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1263.5,1263.75,1263.25,15.4656
2022-05-14,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1263.5,1263.75,1263.25,15.4656
2022-05-13,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1263.5,1263.75,1263.25,15.4656
2022-05-12,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1216.0,1216.25,1215.75,15.3802
2022-05-11,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1184.75,1185.0,1184.5,15.3157
2022-05-10,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1157.5,1157.75,1157.25,15.2199
2022-05-09,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1183.5,1183.75,1183.25,15.001
2022-05-08,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1213.75,1214.0,1213.5,14.9247
2022-05-07,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1213.75,1214.0,1213.5,14.9247
2022-05-06,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1213.75,1214.0,1213.5,14.9247
2022-05-05,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1186.0,1186.25,1185.75,14.858
2022-05-04,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1175.25,1175.5,1175.0,14.8118
2022-05-03,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1142.75,1143.0,1142.5,14.8118
2022-05-02,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1150.75,1151.0,1150.5,14.8118
2022-05-01,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1150.75,1151.0,1150.5,14.8118
2022-04-30,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1150.75,1151.0,1150.5,14.8118
2022-04-29,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1150.75,1151.0,1150.5,14.8118
2022-04-28,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1143.0,1143.25,1142.75,14.8064
2022-04-27,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1105.0,1105.25,1104.75,14.8229
2022-04-26,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1079.0,1079.25,1078.75,14.7936
2022-04-25,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1028.5,1028.75,1028.25,14.7705
2022-04-24,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1088.0,1088.25,1087.75,14.7333
2022-04-23,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1088.0,1088.25,1087.75,14.7333
2022-04-22,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1088.0,1088.25,1087.75,14.7333
2022-04-21,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1093.0,1093.25,1092.75,14.6869
2022-04-20,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1074.25,1074.5,1074.0,14.6688
2022-04-19,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1066.5,1066.75,1066.25,14.6607
2022-04-18,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1084.75,1085.0,1084.5,14.6515
2022-04-17,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1084.75,1085.0,1084.5,14.6444
2022-04-16,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1084.75,1085.0,1084.5,14.6444
2022-04-15,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1084.75,1085.0,1084.5,14.6444
2022-04-14,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1084.75,1085.0,1084.5,14.6196
2022-04-13,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1078.0,1078.25,1077.75,14.5866
2022-04-12,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1060.5,1060.75,1060.25,14.6897
2022-04-11,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1010.75,1011.0,1010.5,14.7427
2022-04-10,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1022.5,1022.75,1022.25,14.7478
2022-04-09,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1022.5,1022.75,1022.25,14.7478
2022-04-08,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1022.5,1022.75,1022.25,14.7478
2022-04-07,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1007.25,1007.5,1007.0,14.7555
2022-04-06,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1034.5,1034.75,1034.25,14.7441
2022-04-05,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1042.75,1043.0,1042.5,14.722
2022-04-04,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1060.5,1060.75,1060.25,14.7127
2022-04-03,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1039.5,1039.75,1039.25,14.6873
2022-04-02,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1039.5,1039.75,1039.25,14.6873
2022-04-01,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1039.5,1039.75,1039.25,14.6873
2022-03-31,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1058.0,1058.25,1057.75,14.6635
2022-03-30,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1081.5,1081.75,1081.25,14.6722
2022-03-29,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1039.25,1039.5,1039.0,14.8199
2022-03-28,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1064.25,1064.5,1064.0,14.8488
2022-03-27,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1126.75,1127.0,1126.5,14.8334
2022-03-26,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1126.75,1127.0,1126.5,14.8334
2022-03-25,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1126.75,1127.0,1126.5,14.8334
2022-03-24,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1108.75,1109.0,1108.5,14.8501
2022-03-23,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1122.5,1122.75,1122.25,14.833
2022-03-22,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,1085.75,1086.0,1085.5,14.8308
