Yıl,Tarih,USD ALIŞ,USD SATIŞ,EUR ALIŞ,EUR SATIŞ,GBP ALIŞ,GBP SATIŞ
2020,2020-05-17,,,,,,
2020,2020-05-18,6.9041,6.9166,7.4624,7.4759,8.4063,8.4501
2020,2020-05-19,,,,,,
2020,2020-05-20,6.8596,6.872,7.4185,7.4319,8.2994,8.3426
2020,2020-05-21,6.7841,6.7963,7.428,7.4414,8.2964,8.3396
2020,2020-05-22,6.7883,6.8005,7.4499,7.4634,8.2788,8.322
2020,2020-05-23,,,,,,
2020,2020-05-24,,,,,,
2020,2020-05-25,,,,,,
2020,2020-05-26,,,,,,
2020,2020-05-27,6.7917,6.804,7.4065,7.4198,8.2592,8.3023
2020,2020-05-28,6.7607,6.7729,7.4299,7.4433,8.3127,8.356
2020,2020-05-29,6.7894,6.8016,7.4738,7.4872,8.3063,8.3496
2020,2020-05-30,,,,,,
2020,2020-05-31,,,,,,
2020,2020-06-01,6.8138,6.826,7.577,7.5907,8.3838,8.4276
2020,2020-06-02,6.8059,6.8181,7.5724,7.5861,8.4224,8.4663
2020,2020-06-03,6.7817,6.7939,7.5654,7.579,8.4923,8.5366
2020,2020-06-04,6.7308,6.7429,7.5439,7.5575,8.4541,8.4982
2020,2020-06-05,6.7476,6.7598,7.5677,7.5814,8.4409,8.4849
2020,2020-06-06,,,,,,
2020,2020-06-07,,,,,,
2020,2020-06-08,6.7573,6.7695,7.6644,7.6782,8.5318,8.5762
2020,2020-06-09,6.7714,6.7836,7.6448,7.6586,8.5671,8.6118
2020,2020-06-10,6.7828,6.7951,7.6453,7.6591,8.5733,8.618
2020,2020-06-11,6.7777,6.7899,7.7032,7.717,8.6384,8.6834
2020,2020-06-12,6.7827,6.7949,7.7125,7.7264,8.587,8.6317
2020,2020-06-13,,,,,,
2020,2020-06-14,,,,,,
2020,2020-06-15,6.8142,6.8265,7.7097,7.7236,8.5848,8.6296
2020,2020-06-16,6.822,6.8343,7.6741,7.6879,8.5255,8.57
2020,2020-06-17,6.8254,6.8377,7.7306,7.7446,8.6167,8.6616
2020,2020-06-18,6.8333,6.8456,7.6884,7.7023,8.5664,8.6111
2020,2020-06-19,6.845,6.8573,7.6992,7.7131,8.5501,8.5947
2020,2020-06-20,,,,,,
2020,2020-06-21,,,,,,
2020,2020-06-22,6.844,6.8563,7.6739,7.6877,8.4802,8.5244
2020,2020-06-23,6.8422,6.8545,7.6713,7.6851,8.4723,8.5165
2020,2020-06-24,6.844,6.8563,7.7278,7.7418,8.5213,8.5657
2020,2020-06-25,6.8452,6.8575,7.7363,7.7503,8.545,8.5896
2020,2020-06-26,6.8434,6.8558,7.6796,7.6935,8.4942,8.5385
2020,2020-06-27,,,,,,
2020,2020-06-28,,,,,,
2020,2020-06-29,6.8417,6.854,7.6776,7.6914,8.4717,8.5158
2020,2020-06-30,6.8422,6.8545,7.7082,7.7221,8.4282,8.4721
2020,2020-07-01,6.8432,6.8555,7.672,7.6858,8.3844,8.4281
2020,2020-07-02,6.8432,6.8555,7.6774,7.6912,8.4644,8.5085
2020,2020-07-03,6.8428,6.8552,7.7211,7.735,8.5454,8.59
2020,2020-07-04,,,,,,
2020,2020-07-05,,,,,,
2020,2020-07-06,6.8422,6.8545,7.6859,7.6998,8.5109,8.5553
2020,2020-07-07,6.8467,6.859,7.7356,7.7495,8.542,8.5865
2020,2020-07-08,6.8519,6.8642,7.73,7.7439,8.5427,8.5872
2020,2020-07-09,6.8523,6.8647,7.7308,7.7447,8.5788,8.6235
2020,2020-07-10,6.853,6.8654,7.7688,7.7828,8.65,8.6951
2020,2020-07-11,,,,,,
2020,2020-07-12,,,,,,
2020,2020-07-13,6.8514,6.8638,7.7309,7.7448,8.617,8.6619
2020,2020-07-14,6.8528,6.8652,7.76,7.774,8.632,8.677
2020,2020-07-15,,,,,,
2020,2020-07-16,6.8524,6.8648,7.7815,7.7955,8.569,8.6137
2020,2020-07-17,6.845,6.8573,7.8021,7.8162,8.5697,8.6144
2020,2020-07-18,,,,,,
2020,2020-07-19,,,,,,
2020,2020-07-20,6.8439,6.8563,7.8083,7.8223,8.5749,8.6196
2020,2020-07-21,6.8438,6.8562,7.8391,7.8532,8.6017,8.6466
2020,2020-07-22,6.8429,6.8553,7.8296,7.8437,8.6695,8.7147
2020,2020-07-23,6.8372,6.8495,7.893,7.9072,8.658,8.7031
2020,2020-07-24,6.8348,6.8471,7.9191,7.9333,8.6796,8.7248
2020,2020-07-25,,,,,,
2020,2020-07-26,,,,,,
2020,2020-07-27,6.8353,6.8476,7.9298,7.9441,8.693,8.7384
2020,2020-07-28,6.8364,6.8487,8.0074,8.0219,8.7676,8.8133
2020,2020-07-29,6.8846,6.897,8.07,8.0845,8.8447,8.8908
2020,2020-07-30,6.9372,6.9497,8.1481,8.1628,8.976,9.0228
2020,2020-07-31,,,,,,
2020,2020-08-01,,,,,,
2020,2020-08-02,,,,,,
2020,2020-08-03,,,,,,
2020,2020-08-04,6.9372,6.9497,8.1481,8.1628,8.976,9.0228
2020,2020-08-05,6.9334,6.9459,8.1676,8.1823,9.0383,9.0854
2020,2020-08-06,6.9872,6.9998,8.2718,8.2867,9.148,9.1957
2020,2020-08-07,7.1593,7.1722,8.486,8.5012,9.4092,9.4582
2020,2020-08-08,,,,,,
2020,2020-08-09,,,,,,
2020,2020-08-10,7.2661,7.2792,8.5939,8.6093,9.4985,9.548
2020,2020-08-11,7.2996,7.3128,8.585,8.6005,9.5104,9.56
2020,2020-08-12,7.2483,7.2613,8.5299,8.5453,9.4714,9.5208
2020,2020-08-13,7.2865,7.2996,8.5658,8.5813,9.4873,9.5368
2020,2020-08-14,7.3147,7.3278,8.6564,8.672,9.5556,9.6054
2020,2020-08-15,,,,,,
2020,2020-08-16,,,,,,
2020,2020-08-17,7.3445,7.3577,8.671,8.6866,9.5906,9.6406
2020,2020-08-18,7.3677,7.381,8.7328,8.7486,9.6336,9.6838
2020,2020-08-19,7.3679,7.3812,8.7678,8.7836,9.6839,9.7344
2020,2020-08-20,7.3477,7.3609,8.771,8.7868,9.7074,9.758
2020,2020-08-21,7.2952,7.3083,8.6389,8.6545,9.5484,9.5982
2020,2020-08-22,,,,,,
2020,2020-08-23,,,,,,
2020,2020-08-24,7.2156,7.2286,8.5281,8.5435,9.4965,9.546
2020,2020-08-25,7.3372,7.3504,8.6764,8.6921,9.6069,9.657
2020,2020-08-26,7.3674,7.3807,8.708,8.7237,9.6436,9.6939
2020,2020-08-27,7.3459,7.3591,8.6755,8.6911,9.6422,9.6924
2020,2020-08-28,7.3174,7.3306,8.6521,8.6677,9.6464,9.6967
2020,2020-08-29,,,,,,
2020,2020-08-30,,,,,,
2020,2020-08-31,7.305,7.3182,8.6897,8.7054,9.6867,9.7372
2020,2020-09-01,7.3261,7.3393,8.7284,8.7441,9.7421,9.7929
2020,2020-09-02,7.3421,7.3553,8.7979,8.8137,9.851,9.9024
2020,2020-09-03,7.3563,7.3696,8.7321,8.7479,9.8064,9.8576
2020,2020-09-04,7.3994,7.4127,8.7435,8.7593,9.8108,9.8619
2020,2020-09-05,,,,,,
2020,2020-09-06,,,,,,
2020,2020-09-07,7.4133,7.4267,8.7822,8.798,9.8311,9.8824
2020,2020-09-08,7.4349,7.4483,8.7938,8.8097,9.7883,9.8394
2020,2020-09-09,7.4537,7.4672,8.7994,8.8152,9.742,9.7928
2020,2020-09-10,7.467,7.4805,8.7855,8.8013,9.6402,9.6905
2020,2020-09-11,7.4553,7.4688,8.8228,8.8387,9.68,9.7305
2020,2020-09-12,,,,,,
2020,2020-09-13,,,,,,
2020,2020-09-14,7.4396,7.453,8.8172,8.833,9.5181,9.5677
2020,2020-09-15,7.4689,7.4823,8.858,8.8739,9.5837,9.6336
2020,2020-09-16,7.4668,7.4803,8.8759,8.8918,9.6084,9.6585
2020,2020-09-17,7.4678,7.4812,8.8606,8.8766,9.6406,9.6909
2020,2020-09-18,7.5152,7.5287,8.8648,8.8807,9.7159,9.7666
2020,2020-09-19,,,,,,
2020,2020-09-20,,,,,,
2020,2020-09-21,7.5344,7.548,8.9295,8.9456,9.7601,9.811
2020,2020-09-22,7.572,7.5857,8.943,8.9591,9.7362,9.787
2020,2020-09-23,7.6251,7.6389,8.9553,8.9714,9.7466,9.7974
2020,2020-09-24,7.657,7.6708,8.959,8.9752,9.7185,9.7692
2020,2020-09-25,7.663,7.6768,8.9277,8.9438,9.7419,9.7927
2020,2020-09-26,,,,,,
2020,2020-09-27,,,,,,
2020,2020-09-28,7.5546,7.5682,8.805,8.8209,9.6166,9.6667
2020,2020-09-29,7.7507,7.7647,9.0268,9.043,9.9373,9.9891
2020,2020-09-30,7.808,7.8221,9.1281,9.1446,10.0309,10.0832
2020,2020-10-01,7.7522,7.7662,9.0835,9.0999,9.9276,9.9794
2020,2020-10-02,7.6946,7.7085,9.0376,9.0539,9.8975,9.9491
2020,2020-10-03,,,,,,
2020,2020-10-04,,,,,,
2020,2020-10-05,7.7288,7.7427,9.0598,9.0761,9.9674,10.0194
2020,2020-10-06,7.7307,7.7446,9.0815,9.0978,9.9882,10.0403
2020,2020-10-07,7.7452,7.7591,9.1257,9.1421,10.0278,10.0801
2020,2020-10-08,7.8267,7.8408,9.2058,9.2224,10.0748,10.1273
2020,2020-10-09,7.8931,7.9073,9.2859,9.3027,10.1864,10.2395
2020,2020-10-10,,,,,,
2020,2020-10-11,,,,,,
2020,2020-10-12,7.9072,7.9215,9.3242,9.341,10.221,10.2743
2020,2020-10-13,7.8673,7.8815,9.2889,9.3056,10.2307,10.284
2020,2020-10-14,7.8778,7.892,9.2866,9.3033,10.2586,10.3121
2020,2020-10-15,7.9205,7.9348,9.2986,9.3154,10.2208,10.2741
2020,2020-10-16,7.9116,7.9259,9.2724,9.2891,10.2416,10.295
2020,2020-10-17,,,,,,
2020,2020-10-18,,,,,,
2020,2020-10-19,7.9129,7.9272,9.2692,9.2859,10.2075,10.2607
2020,2020-10-20,7.8778,7.892,9.253,9.2696,10.2129,10.2662
2020,2020-10-21,7.8761,7.8903,9.2874,9.3041,10.1822,10.2353
2020,2020-10-22,7.8179,7.832,9.2677,9.2844,10.18,10.233
2020,2020-10-23,7.8025,7.8166,9.2387,9.2554,10.2142,10.2674
2020,2020-10-24,,,,,,
2020,2020-10-25,,,,,,
2020,2020-10-26,7.9379,7.9522,9.3941,9.4111,10.363,10.417
2020,2020-10-27,8.0285,8.0429,9.4924,9.5095,10.4486,10.503
2020,2020-10-28,8.1211,8.1357,9.5974,9.6147,10.5639,10.619
2020,2020-10-29,,,,,,
2020,2020-10-30,8.1211,8.1357,9.5974,9.6147,10.5639,10.619
2020,2020-10-31,,,,,,
2020,2020-11-01,,,,,,
2020,2020-11-02,8.3082,8.3232,9.6985,9.716,10.7367,10.7926
2020,2020-11-03,8.376,8.3911,9.7506,9.7682,10.7892,10.8455
2020,2020-11-04,8.4546,8.4698,9.8802,9.898,10.9473,11.0044
2020,2020-11-05,8.4553,8.4705,9.8715,9.8892,10.9532,11.0103
2020,2020-11-06,8.4417,8.4569,9.9416,9.9595,10.98,11.0373
2020,2020-11-07,,,,,,
2020,2020-11-08,,,,,,
2020,2020-11-09,8.4613,8.4765,10.0279,10.046,11.0973,11.1552
2020,2020-11-10,8.1778,8.1926,9.7173,9.7348,10.7433,10.7993
2020,2020-11-11,8.2358,8.2507,9.7278,9.7453,10.8705,10.9271
2020,2020-11-12,8.0477,8.0622,9.4921,9.5092,10.66,10.7156
2020,2020-11-13,7.7896,7.8037,9.1861,9.2027,10.248,10.3014
2020,2020-11-14,,,,,,
2020,2020-11-15,,,,,,
2020,2020-11-16,7.6297,7.6435,9.0169,9.0332,10.0274,10.0797
2020,2020-11-17,7.6751,7.6889,9.093,9.1094,10.1135,10.1663
2020,2020-11-18,7.7393,7.7533,9.1836,9.2002,10.2212,10.2745
2020,2020-11-19,7.7195,7.7334,9.1701,9.1866,10.2343,10.2877
2020,2020-11-20,7.6699,7.6837,9.0783,9.0947,10.1317,10.1845
2020,2020-11-21,,,,,,
2020,2020-11-22,,,,,,
2020,2020-11-23,7.5785,7.5922,8.995,9.0112,10.0397,10.092
2020,2020-11-24,7.7593,7.7733,9.2197,9.2363,10.3438,10.3977
2020,2020-11-25,7.917,7.9313,9.3956,9.4125,10.553,10.6081
2020,2020-11-26,7.9415,7.9558,9.4499,9.4669,10.5773,10.6325
2020,2020-11-27,7.8945,7.9088,9.4067,9.4237,10.5328,10.5877
2020,2020-11-28,,,,,,
2020,2020-11-29,,,,,,
2020,2020-11-30,7.7975,7.8116,9.2988,9.3156,10.3924,10.4466
2020,2020-12-01,7.7892,7.8032,9.3306,9.3474,10.3728,10.4269
2020,2020-12-02,7.8412,7.8553,9.3868,9.4037,10.461,10.5156
2020,2020-12-03,7.808,7.8221,9.4134,9.4304,10.415,10.4693
2020,2020-12-04,7.8472,7.8614,9.5106,9.5277,10.5048,10.5595
2020,2020-12-05,,,,,,
2020,2020-12-06,,,,,,
2020,2020-12-07,7.7796,7.7936,9.4625,9.4796,10.4516,10.5061
2020,2020-12-08,7.8373,7.8514,9.4913,9.5084,10.411,10.4653
2020,2020-12-09,7.8087,7.8227,9.462,9.479,10.402,10.4562
2020,2020-12-10,7.8203,7.8344,9.484,9.5011,10.4807,10.5353
2020,2020-12-11,7.8499,7.864,9.4932,9.5103,10.4286,10.4829
2020,2020-12-12,,,,,,
2020,2020-12-13,,,,,,
2020,2020-12-14,7.9349,7.9492,9.6241,9.6414,10.4842,10.5389
2020,2020-12-15,7.8699,7.8841,9.5624,9.5797,10.5264,10.5813
2020,2020-12-16,7.8331,7.8473,9.5184,9.5355,10.4251,10.4795
2020,2020-12-17,7.7873,7.8013,9.4908,9.5079,10.497,10.5518
2020,2020-12-18,7.751,7.765,9.4817,9.4988,10.5138,10.5686
2020,2020-12-19,,,,,,
2020,2020-12-20,,,,,,
2020,2020-12-21,7.6898,7.7036,9.423,9.44,10.3841,10.4382
2020,2020-12-22,7.6769,7.6907,9.3504,9.3672,10.173,10.2261
2020,2020-12-23,7.6368,7.6505,9.3347,9.3515,10.2314,10.2848
2020,2020-12-24,7.6321,7.6458,9.303,9.3197,10.2284,10.2817
2020,2020-12-25,7.619,7.6327,9.2948,9.3116,10.3333,10.3872
2020,2020-12-26,,,,,,
2020,2020-12-27,,,,,,
2020,2020-12-28,7.5517,7.5653,9.2037,9.2203,10.223,10.2763
2020,2020-12-29,7.4738,7.4873,9.137,9.1535,10.1008,10.1535
2020,2020-12-30,7.4063,7.4197,9.0697,9.0861,9.9761,10.0281
2020,2020-12-31,7.3405,7.3537,9.0079,9.0241,9.9438,9.9957
2021,2021-01-01,,,,,,
2021,2021-01-02,,,,,,
2021,2021-01-03,,,,,,
2021,2021-01-04,7.4194,7.4327,9.1164,9.1329,10.1142,10.1669
2021,2021-01-05,7.3602,7.3734,9.0382,9.0545,10.0544,10.1069
2021,2021-01-06,7.3866,7.3999,9.0656,9.082,10.0148,10.067
2021,2021-01-07,7.33,7.3432,9.0397,9.056,9.9843,10.0364
2021,2021-01-08,7.2733,7.2864,8.9342,8.9503,9.8641,9.9156
2021,2021-01-09,,,,,,
2021,2021-01-10,,,,,,
2021,2021-01-11,7.349,7.3622,8.9968,9.013,9.9667,10.0187
2021,2021-01-12,7.4431,7.4565,9.0629,9.0792,10.029,10.0813
2021,2021-01-13,7.4608,7.4743,9.0693,9.0856,10.1082,10.1609
2021,2021-01-14,7.4285,7.4419,9.0552,9.0715,10.144,10.1968
2021,2021-01-15,7.3885,7.4018,8.9815,8.9976,10.0689,10.1214
2021,2021-01-16,,,,,,
2021,2021-01-17,,,,,,
2021,2021-01-18,7.3877,7.401,8.9635,8.9797,10.0685,10.121
2021,2021-01-19,7.4952,7.5087,9.0457,9.062,10.1348,10.1876
2021,2021-01-20,7.4485,7.4619,9.0235,9.0397,10.1194,10.1722
2021,2021-01-21,7.4367,7.4501,9.0232,9.0394,10.1559,10.2088
2021,2021-01-22,7.3836,7.3969,8.9597,8.9759,10.1128,10.1656
2021,2021-01-23,,,,,,
2021,2021-01-24,,,,,,
2021,2021-01-25,7.3985,7.4118,9.0044,9.0206,10.1006,10.1533
2021,2021-01-26,7.3797,7.393,8.9778,8.9939,10.0926,10.1452
2021,2021-01-27,7.3835,7.3968,8.955,8.9711,10.0587,10.1111
2021,2021-01-28,7.3544,7.3676,8.9276,8.9437,10.0854,10.138
2021,2021-01-29,7.3723,7.3856,8.9216,8.9377,10.0504,10.1028
2021,2021-01-30,,,,,,
2021,2021-01-31,,,,,,
2021,2021-02-01,7.3216,7.3348,8.8718,8.8878,10.01,10.0622
2021,2021-02-02,7.2185,7.2315,8.7345,8.7502,9.8916,9.9431
2021,2021-02-03,7.1372,7.1501,8.607,8.6225,9.7488,9.7996
2021,2021-02-04,7.1498,7.1627,8.5995,8.615,9.7423,9.7931
2021,2021-02-05,7.1324,7.1453,8.5559,8.5713,9.6718,9.7223
2021,2021-02-06,,,,,,
2021,2021-02-07,,,,,,
2021,2021-02-08,7.0789,7.0917,8.4764,8.4916,9.6735,9.724
2021,2021-02-09,7.0663,7.0791,8.5036,8.5189,9.6714,9.7218
2021,2021-02-10,7.0821,7.0949,8.5664,8.5818,9.7399,9.7907
2021,2021-02-11,7.0513,7.064,8.5517,8.5671,9.7395,9.7903
2021,2021-02-12,7.0404,7.0531,8.5374,8.5527,9.7222,9.7728
2021,2021-02-13,,,,,,
2021,2021-02-14,,,,,,
2021,2021-02-15,7.0162,7.0288,8.4977,8.513,9.6582,9.7086
2021,2021-02-16,6.9724,6.985,8.4607,8.476,9.6755,9.726
2021,2021-02-17,6.915,6.9275,8.4026,8.4177,9.6141,9.6642
2021,2021-02-18,7.004,7.0167,8.4558,8.471,9.7038,9.7544
2021,2021-02-19,6.9527,6.9652,8.3867,8.4019,9.6503,9.7006
2021,2021-02-20,,,,,,
2021,2021-02-21,,,,,,
2021,2021-02-22,6.9611,6.9736,8.4407,8.456,9.7226,9.7733
2021,2021-02-23,6.994,7.0066,8.475,8.4903,9.7829,9.8339
2021,2021-02-24,7.0253,7.038,8.5418,8.5572,9.8772,9.9287
2021,2021-02-25,7.1357,7.1485,8.6774,8.693,10.0912,10.1438
2021,2021-02-26,7.1924,7.2054,8.7811,8.7969,10.166,10.219
2021,2021-02-27,,,,,,
2021,2021-02-28,,,,,,
2021,2021-03-01,7.3708,7.3841,8.942,8.9581,10.2477,10.3012
2021,2021-03-02,7.3029,7.316,8.8059,8.8217,10.1758,10.2288
2021,2021-03-03,7.3117,7.3248,8.7855,8.8013,10.138,10.1909
2021,2021-03-04,7.3391,7.3524,8.8679,8.8839,10.2348,10.2882
2021,2021-03-05,7.4524,7.4659,8.9768,8.993,10.374,10.4281
2021,2021-03-06,,,,,,
2021,2021-03-07,,,,,,
2021,2021-03-08,7.5096,7.5231,8.9643,8.9804,10.3747,10.4287
2021,2021-03-09,7.5939,7.6075,9.0208,9.0371,10.482,10.5367
2021,2021-03-10,7.6403,7.654,9.0851,9.1015,10.5838,10.639
2021,2021-03-11,7.5952,7.6088,9.0315,9.0477,10.5294,10.5843
2021,2021-03-12,7.4446,7.4581,8.8995,8.9155,10.3672,10.4212
2021,2021-03-13,,,,,,
2021,2021-03-14,,,,,,
2021,2021-03-15,7.5709,7.5846,9.0326,9.0489,10.5266,10.5815
2021,2021-03-16,7.5374,7.551,8.9912,9.0073,10.4784,10.5331
2021,2021-03-17,7.5041,7.5176,8.954,8.9702,10.3687,10.4228
2021,2021-03-18,7.498,7.5115,8.9242,8.9402,10.4093,10.4636
2021,2021-03-19,7.4573,7.4708,8.9113,8.9274,10.3985,10.4527
2021,2021-03-20,,,,,,
2021,2021-03-21,,,,,,
2021,2021-03-22,7.267,7.2801,8.6566,8.6722,10.1064,10.1591
2021,2021-03-23,7.904,7.9182,9.4069,9.4239,10.9343,10.9913
2021,2021-03-24,7.8082,7.8222,9.2902,9.307,10.7583,10.8144
2021,2021-03-25,7.9666,7.9809,9.4257,9.4427,10.902,10.9588
2021,2021-03-26,7.9409,7.9552,9.3778,9.3947,10.8559,10.9125
2021,2021-03-27,,,,,,
2021,2021-03-28,,,,,,
2021,2021-03-29,7.9893,8.0037,9.415,9.4319,10.9848,11.042
2021,2021-03-30,8.1192,8.1338,9.5618,9.579,11.1957,11.254
2021,2021-03-31,8.326,8.341,9.7741,9.7917,11.4324,11.492
2021,2021-04-01,8.3258,8.3408,9.7688,9.7864,11.4411,11.5007
2021,2021-04-02,8.1707,8.1854,9.5898,9.6071,11.2369,11.2955
2021,2021-04-03,,,,,,
2021,2021-04-04,,,,,,
2021,2021-04-05,8.0362,8.0506,9.4646,9.4816,11.1005,11.1583
2021,2021-04-06,8.1394,8.154,9.5622,9.5794,11.2559,11.3146
2021,2021-04-07,8.1441,8.1588,9.6191,9.6364,11.2618,11.3205
2021,2021-04-08,8.1688,8.1836,9.7075,9.725,11.2625,11.3212
2021,2021-04-09,8.1518,8.1665,9.6808,9.6982,11.1906,11.2489
2021,2021-04-10,,,,,,
2021,2021-04-11,,,,,,
2021,2021-04-12,8.1383,8.153,9.6777,9.6951,11.1345,11.1926
2021,2021-04-13,8.1681,8.1828,9.7149,9.7324,11.2039,11.2623
2021,2021-04-14,8.1383,8.153,9.6805,9.6979,11.1674,11.2256
2021,2021-04-15,8.0729,8.0875,9.6558,9.6732,11.103,11.1609
2021,2021-04-16,8.0567,8.0712,9.647,9.6644,11.0847,11.1425
2021,2021-04-17,,,,,,
2021,2021-04-18,,,,,,
2021,2021-04-19,8.0574,8.0719,9.6524,9.6698,11.0742,11.1319
2021,2021-04-20,8.0514,8.0659,9.6802,9.6977,11.167,11.2252
2021,2021-04-21,8.1011,8.1157,9.7718,9.7894,11.3097,11.3686
2021,2021-04-22,8.1433,8.158,9.7816,9.7992,11.3258,11.3848
2021,2021-04-23,,,,,,
2021,2021-04-24,,,,,,
2021,2021-04-25,,,,,,
2021,2021-04-26,8.2694,8.2843,9.9576,9.9755,11.4841,11.544
2021,2021-04-27,8.3295,8.3445,10.0735,10.0916,11.5637,11.624
2021,2021-04-28,8.231,8.2458,9.9371,9.955,11.413,11.4725
2021,2021-04-29,8.186,8.2008,9.8799,9.8977,11.3398,11.3989
2021,2021-04-30,8.1753,8.19,9.909,9.9269,11.3852,11.4445
2021,2021-05-01,,,,,,
2021,2021-05-02,,,,,,
2021,2021-05-03,8.2311,8.2459,9.9545,9.9724,11.4327,11.4923
2021,2021-05-04,8.292,8.3069,9.9885,10.0065,11.4678,11.5275
2021,2021-05-05,8.3091,8.3241,9.9837,10.0017,11.5085,11.5685
2021,2021-05-06,8.34,8.355,10.0109,10.029,11.5744,11.6348
2021,2021-05-07,8.3062,8.3211,9.9979,10.0159,11.5309,11.591
2021,2021-05-08,,,,,,
2021,2021-05-09,,,,,,
2021,2021-05-10,8.273,8.2879,9.9879,10.0059,11.4919,11.5518
2021,2021-05-11,8.2457,8.2605,10.0284,10.0465,11.5978,11.6582
2021,2021-05-12,8.2867,8.3016,10.0727,10.0909,11.6895,11.7504
2021,2021-05-13,,,,,,
2021,2021-05-14,,,,,,
2021,2021-05-15,,,,,,
2021,2021-05-16,,,,,,
2021,2021-05-17,8.2867,8.3016,10.0727,10.0909,11.6895,11.7504
2021,2021-05-18,8.3469,8.3619,10.1403,10.1586,11.7492,11.8105
2021,2021-05-19,,,,,,
2021,2021-05-20,8.3281,8.3431,10.1667,10.185,11.8049,11.8664
2021,2021-05-21,8.3689,8.384,10.2043,10.2226,11.8009,11.8624
2021,2021-05-22,,,,,,
2021,2021-05-23,,,,,,
2021,2021-05-24,8.3554,8.3705,10.2072,10.2256,11.8423,11.9041
2021,2021-05-25,8.3811,8.3962,10.2278,10.2462,11.8318,11.8935
2021,2021-05-26,8.3947,8.4098,10.2861,10.3046,11.8826,11.9446
2021,2021-05-27,8.433,8.4482,10.3227,10.3413,11.9189,11.981
2021,2021-05-28,8.4323,8.4475,10.2849,10.3035,11.8935,11.9555
2021,2021-05-29,,,,,,
2021,2021-05-30,,,,,,
2021,2021-05-31,8.5496,8.5651,10.4147,10.4334,12.1068,12.1699
2021,2021-06-01,8.499,8.5143,10.3629,10.3816,12.0285,12.0912
2021,2021-06-02,8.5032,8.5185,10.3998,10.4185,12.0514,12.1143
2021,2021-06-03,8.6066,8.6221,10.4895,10.5084,12.1475,12.2108
2021,2021-06-04,8.6231,8.6387,10.5091,10.528,12.1996,12.2632
2021,2021-06-05,,,,,,
2021,2021-06-06,,,,,,
2021,2021-06-07,8.682,8.6976,10.516,10.535,12.2387,12.3025
2021,2021-06-08,8.6201,8.6356,10.4825,10.5014,12.1715,12.235
2021,2021-06-09,8.5891,8.6046,10.4585,10.4773,12.1276,12.1908
2021,2021-06-10,8.575,8.5904,10.4515,10.4703,12.1354,12.1987
2021,2021-06-11,8.5313,8.5467,10.3808,10.3995,12.0065,12.0691
2021,2021-06-12,,,,,,
2021,2021-06-13,,,,,,
2021,2021-06-14,8.3547,8.3697,10.1615,10.1798,11.8097,11.8713
2021,2021-06-15,8.3374,8.3524,10.0998,10.118,11.7348,11.7959
2021,2021-06-16,8.5474,8.5628,10.3646,10.3833,12.0193,12.082
2021,2021-06-17,8.5218,8.5371,10.3327,10.3513,12.007,12.0696
2021,2021-06-18,8.6243,8.6398,10.3072,10.3258,12.0265,12.0892
2021,2021-06-19,,,,,,
2021,2021-06-20,,,,,,
2021,2021-06-21,8.6646,8.6802,10.3197,10.3383,12.0129,12.0755
2021,2021-06-22,8.7497,8.7655,10.4032,10.422,12.1006,12.1637
2021,2021-06-23,8.7202,8.7359,10.3722,10.3909,12.0866,12.1496
2021,2021-06-24,8.6139,8.6294,10.2828,10.3013,12.0119,12.0745
2021,2021-06-25,8.6593,8.6749,10.3356,10.3542,12.0641,12.127
2021,2021-06-26,,,,,,
2021,2021-06-27,,,,,,
2021,2021-06-28,8.6772,8.6928,10.3646,10.3833,12.0479,12.1107
2021,2021-06-29,8.7219,8.7376,10.4077,10.4265,12.1165,12.1797
2021,2021-06-30,8.7052,8.7208,10.3645,10.3832,12.0343,12.0971
2021,2021-07-01,8.6803,8.6959,10.3249,10.3435,12.0008,12.0633
2021,2021-07-02,8.6768,8.6924,10.2889,10.3074,11.9532,12.0155
2021,2021-07-03,,,,,,
2021,2021-07-04,,,,,,
2021,2021-07-05,8.6797,8.6954,10.2657,10.2841,11.9144,11.9765
2021,2021-07-06,8.665,8.6806,10.287,10.3055,11.9824,12.0448
2021,2021-07-07,8.6515,8.6671,10.2562,10.2747,11.9722,12.0346
2021,2021-07-08,8.6657,8.6813,10.2469,10.2653,11.9457,12.008
2021,2021-07-09,8.6867,8.7024,10.2721,10.2906,11.9461,12.0084
2021,2021-07-10,,,,,,
2021,2021-07-11,,,,,,
2021,2021-07-12,8.6715,8.6872,10.2712,10.2897,11.9384,12.0007
2021,2021-07-13,8.6319,8.6475,10.2354,10.2538,11.9462,12.0085
2021,2021-07-14,8.6033,8.6188,10.1926,10.211,11.9041,11.9662
2021,2021-07-15,,,,,,
2021,2021-07-16,8.6123,8.6278,10.156,10.1743,11.9077,11.9698
2021,2021-07-17,,,,,,
2021,2021-07-18,,,,,,
2021,2021-07-19,8.5099,8.5252,10.0483,10.0664,11.742,11.8032
2021,2021-07-20,,,,,,
2021,2021-07-21,,,,,,
2021,2021-07-22,,,,,,
2021,2021-07-23,,,,,,
2021,2021-07-24,,,,,,
2021,2021-07-25,,,,,,
2021,2021-07-26,8.5099,8.5252,10.0483,10.0664,11.742,11.8032
2021,2021-07-27,8.573,8.5885,10.105,10.1232,11.789,11.8504
2021,2021-07-28,8.5604,8.5758,10.0896,10.1077,11.7875,11.8489
2021,2021-07-29,8.5446,8.56,10.0929,10.1111,11.8393,11.901
