Date,Total Inflows,Customers - DDS,Customers - EFT,T&S Collections,FX Sales,Other operations,Total Outflows,Tüpraş,Other Oil,Gas,Import payments (FX purchases),Tax,Operatioınal and Admin. Expenses,VIS Buyback Payments,Net Cashflow from Operations,Inflows- currency
2021-02-17,14833806.117500002,3454000,7445909.735000001,3933896.3825000003,0.0,0,-25866137.595,-11487298.065,-4127914.5625,-881164.2525,-7036000,-536529.38,-1797231.3350000004,0,-11032331.477499997,0.0
2021-02-18,25356257.580000002,12143250,11163309.0925,2049698.4874999998,0.0,0,-59139873.81,-9237580.6675,-4961066.57,-564508.6074999999,0,-4325193.93,-990344.1124999998,-39061179.9225,-33783616.230000004,0.0
2021-02-19,26566077.785,9194250,12240086.4575,5131741.3275,0.0,0,-29159355.6425,-22173865.66,-2192951.855,-1082695.83,0,-32.45,-3418513.7650000006,-291296.0825,-2593277.857499998,0.0
2021-02-22,67136606.6025,38797750,22541766.325000003,5797090.2775,0.0,0,-31502581.0775,-25051803.2375,-229138.1625,-2696508.3575,-174650.6925,0,-3350480.6275,0,35634025.525000006,0.0
2021-02-23,33446158.465,17057250,12377946.7825,4010961.6825,0.0,0,-24247179.537499998,-10742209.065,-4048974.5875,-558543.47,-320338.75,-3413525.8225,-3682780.255,-1480807.5875,9198978.927500002,0.0
2021-02-24,44108860.45,15778500,18125524.8825,10204835.567499999,0.0,0,-19598185.1225,-8828647.955,-4661879.445,-338059.06999999995,-108138.75,-482323.87,-4679136.032499999,-500000,24510675.327500004,0.0
2021-02-25,40389032.35,24826000,12630015.707500005,2933016.6425,0.0,0,-55014644.9375,-12005150.0925,-3989778.8674999997,-944806.0049999999,0,-35342864.23500001,-2732045.7375,0,-14625612.587499999,0.0
2021-02-26,64047651.690000005,28913250,30808094.067500003,4326307.6225,0.0,0,-46943045.72,-10453697.45,-4231001.745,-1339164.2850000004,-21918500,-5296026.9775,-1275544.2774999996,-2429110.985,17104605.970000006,0.0
2021-03-01,64583619.525,31820750,22437830.125,10325039.4,0.0,0,-59371739.0425,-31836739.28,-8541593.4975,-4138563.91,0,-8661557.8325,-5068284.522499999,-1125000,5211880.482500002,0.0
2021-03-02,51082437.74,26440250,19220085.9125,5422101.8275,0.0,0,-12269653.675000003,-8272746.355,-2871504.6125,-375379.14,0,-75692.9475,-673894.2200000003,-436.4,38812784.065,0.0
2021-03-03,26775087.4825,15000750,9025009.027500002,2749328.455,0.0,0,-71238272.49749999,-26979302.9325,-4795483.3325,-771777.7225,-12804400,-260665.57,-8857027.1675,-16769615.772499999,-44463185.014999986,0.0
2021-03-04,29789064.207500003,13906000,12543603.652500002,3339460.555,0.0,0,-10724524.3675,-4460738.565,-3142417.9575,-745635.7825,0,-94026.57,-2281705.4924999997,0,19064539.840000004,0.0
2021-03-05,29365340.0625,8915750,17516275.12,2933314.9425,0.0,0,-41313580.324999996,-10948776.9125,-3726299.4775,-957606.5825,-21644437.5,-1851864.4325,-1734830.8974999995,-449764.5225,-11948240.262499996,0.0
2021-03-08,68083940.33,41663750,20545089.737499997,5875100.5925,0.0,0,-40968265.8625,-23239217.9125,-7304251.035,-4369228.33,0,-35694.12,-5144874.465,-875000,27115674.4675,0.0
2021-03-09,39352690.4875,18731250,14694126.672500001,5927313.8149999995,0.0,0,-18914757.775,-10193182.75,-3553140.6999999997,-1465412.5775,0,-177845.61,-2352206.6375,-1172969.5,20437932.7125,0.0
2021-03-10,49170126.205,29484500,14547064.0725,5138562.1325,0.0,0,-47873452.0025,-9627996.04,-4040182.5175,-1620996.73,0,-28003417.182499997,-3455859.5324999997,-1125000,1296674.2025000006,0.0
2021-03-11,36050606.6325,15741750,14996024.079999998,5312832.5525,0.0,0,-36889504.8225,-21670297.1725,-5361463.075,-1574756.0225,0,-6012232.6,-1739997.6225,-530758.33,-838898.1899999976,0.0
2021-03-12,32222889.197499998,14056500,13549841.749999998,4616547.4475,0.0,0,-16563297.0275,-9112155.58,-4212951.8925,-567040.54,0,-10468.18,-1202891.185,-1457789.65,15659592.169999998,0.0
2021-03-15,122346868.55250001,64021500,44542356.535000004,12844927.3975,0.0,938084.62,-78038116.64000002,-24907298.4375,-5683371.1775,-3330440.2199999997,-35073100,-166286.2625,-8877620.5425,0,44308751.912499994,0.0
2021-03-16,29721930.2825,15926250,10335296.47,3460383.8125,0.0,0,-23715807.182499997,-20345249.1725,-1963366.1700000002,-687346.3650000001,0,-80383.9525,-618214.6849999999,-21246.8375,6006123.1000000015,0.0
2021-03-17,27792705.802500006,11300000,13133684.737500003,3359021.065,0.0,0,-37853121.667500004,-20862882.96,-4899250.7475000005,-888828.7124999999,-2789966.25,-6350514.935,-1921070.4300000002,-140607.6325,-10060415.864999998,0.0
2021-03-18,29051780.0525,14772750,11466071.22,2812958.8325,0.0,0,-58801755.379999995,-9810878.985,-1721128.1225,-1008147.5449999999,0,-3060516.24,-3314543.664999999,-39886540.8225,-29749975.327499997,0.0
2021-03-19,28771936.0375,10399750,13200845.707500003,3921340.33,0.0,1250000,-14696495.7575,-6749096.765,-1492974.1625,-771508.94,0,-97477.5875,-5585438.3025,0,14075440.280000001,0.0
2021-03-22,81827676.83749999,45822000,26085615.692500003,9920061.145000001,0.0,0,-96272258.9175,-32963938.225,-16204815.6425,-4717728.4725,-35354250,-838092.045,-4193434.5325000007,-2000000,-14444582.080000013,0.0
2021-03-23,36252771.667500004,19901500,12507256.045,3844015.6225,0.0,0,-16918377.165,-7914592.33,-4664925.99,-845168.6699999999,0,-850407.7825,-879201.2225000001,-1764081.17,19334394.502500005,0.0
2021-03-24,33191090.4475,18900750,10547105.030000001,3743235.4175,0.0,0,-27164509.175,-11991891.525,-774479.4925,-1034243.2874999999,-11788500,-32494.2375,-667900.6325000001,-875000,6026581.272500001,0.0
2021-03-25,49171038.7875,28897250,13981473.797499996,6292314.99,0.0,0,-76103081.9125,-11008188.1525,-5014333.9275,-697317.0925,-30697750,-26399769.5025,-2285723.2375,0,-26932043.124999993,0.0
2021-03-26,28424502.2025,12079750,13111713.225,3233038.9775,0.0,0,-48263207.29,-13698004.1975,-10088250.275,-1319088.0100000002,0,-21100210.7075,-1956236.5774999992,-101417.5225,-19838705.0875,0.0
2021-03-29,88327028.865,48744500,25332528.865,14250000,0.0,0,-76198004.52,-38299337.69,-5413652.955,-3149930.7500000005,-24315250,-818776.5475,-4157137.4775,-43919.1,12129024.344999999,0.0
2021-03-30,70568754.305,42457500,24390103.9925,3721150.3125,0.0,0,-27905908.1475,-19874204.982499998,-3417249.34,-1285230.4475,0,-870775.335,-2446754.2575000003,-11693.785,42662846.157500006,0.0
2021-03-31,60510756.36,31259000,24017239.6075,3059516.2525,2175000.5,0,-28609309.040000003,-21047062.0925,-4465147.4325,-2502808.4975,0,-11354.285,-571265.3125000005,-11671.42,31901447.319999997,0.0
2021-04-01,40068716.682500005,16018000,13504605.0075,10546111.675,0.0,0,-24669940.9675,-8589056.5775,-4861159.3100000005,-1356457.315,-102083.75,-9325639.9675,-435544.04749999987,0,15398775.715000004,0.0
2021-04-02,27884608.295,2525750,16407143.93,8951714.365,0.0,0,-26351651.857499998,-14258969.34,-7809519.855,-1369630.6975000002,0,-680465.83,-2222944.9,-10121.235,1532956.4375000037,0.0
2021-04-05,80205506.185,49948750,22290295.7325,7966460.4525,0.0,0,-126234959.79749998,-37771376.84,-6700030.8975,-3214138.2025,-24726350,0,-5821122.322499998,-48001941.535,-46029453.61249998,0.0
2021-04-06,29223876.7,15871250,10310358.8125,3042267.8874999997,0.0,0,-8763874.19,-2487466.0225,-3292663.1725000003,-454101.8875,0,-772664.3425,-362914.94499999954,-1394063.82,20460002.509999998,0.0
2021-04-07,33103745.2725,17426000,11409479.047500001,4268266.225,0.0,0,-26982905.769999992,-17156101.74,-5159496.4125,-664090.5875,0,-116641.095,-3261575.935,-625000,6120839.502500009,0.0
2021-04-08,27667570.065000005,13575500,10170479.875000004,2796590.19,0.0,1125000,-50460321.004999995,-14047604.9375,-4743152.9925,-789932.8975,-25915937.5,-305792.5975,-4657900.08,0,-22792750.93999999,0.0
2021-04-09,46299406.8525,13474000,22501500.1025,10323906.75,0.0,0,-35940677.074999996,-17173944.8925,-6735545.5325,-474538.1875,0,-7300577.44,-3131071.0225,-1125000,10358729.777500004,0.0
2021-04-12,99951943.0575,60859250,29383462.829999994,9709230.2275,0.0,0,-77948827.57249999,-30475724.56,-9339209.195,-4038558.5925000003,0,-28797006.2275,-5298328.9975,0,22003115.485000014,0.0
2021-04-13,34273260.1675,19567250,11179007.667499999,3527002.5,0.0,0,-44804217.56,-18655620.9925,-3831012.73,-648534.775,-19389262.5,-199442.26,-2080344.3025,0,-10530957.392500006,0.0
2021-04-14,47032836.17250001,25671750,16159676.080000004,5201410.0925,0.0,0,-24798290.66,-12844360.64,-5629908.7125,-809872.06,0,-1450672.5775,-3808224.1,-255252.57,22234545.512500007,0.0
2021-04-15,71292546.755,33421750,31449434.6175,6421362.1375,0.0,0,-61364451.66500001,-17989448.2325,-2636086.19,-834705.41,-32786937.5,-58674.03,-7058600.3025,0,9928095.089999989,0.0
2021-04-16,39515957.6225,11934250,21070846.315,6510861.3075,0.0,0,-40901462.14000001,-11485875.5075,-12698211.022499999,-1989492.0125,-9080775,-3192565.3025,-2189534.99,-265008.305,-1385504.5175000057,0.0
2021-04-19,44963979.580000006,18677250,17054172.4025,9232557.1775,0.0,0,-74263021.66999999,-46292483.8775,-15768702.8,-5331093.6274999995,0,-3781758.7775,-3088982.5874999985,0,-29299042.08999998,0.0
2021-04-20,33290649.705,16846750,12365316.422500001,4078583.2825,0.0,0,-30663704.645,-3423379.455,-247356.92250000002,-1238572.23,0,-162.25,-809020.4199999999,-24945213.3675,2626945.0599999987,0.0
2021-04-21,38030752.72750001,18100750,14744788.8725,5185213.855,0.0,0,-50119825.0225,-7479683.7075,-3655878.1149999998,-1958236.2149999999,-35916397.5,-23987.695,-1085641.7900000005,0,-12089072.294999994,0.0
2021-04-22,32486219.9725,13622750,15515245.2425,3348224.73,0.0,0,-27230037.2975,-15811021.1025,-4532796.53,-1017973.5475,0,-4170577.625,-1697668.4925000002,0,5256182.675000001,0.0
2021-04-26,103969067.0975,64283750,29968877.607499998,9716439.49,0.0,0,-106009097.19500001,-59593517.89,-11239724.2825,-4582531.0125,0,-25247334.98,-5337896.725,-8092.305,-2040030.0975000113,0.0
2021-04-27,35423256.22,19576500,12651878.1875,3194878.0324999997,0.0,0,-21841982.59,-2258496.74,-2619529.4125,-1347766.5499999998,-14042850,-593540.0675,-913685.9324999996,-66113.8875,13581273.629999999,0.0
2021-04-28,28519630.682499997,10660250,14847740.4075,3011640.2749999994,0.0,0,-28044633.362500004,-9170753.685,-5705907.217499999,-1127085.3725,0,-10423606.215,-1617280.872500001,0,474997.31999999285,0.0
2021-04-29,35863683.985,17691750,15473679.6575,2698254.3275,0.0,0,-34686230.985,-20824002.8875,-4043074.495,-2846223.2399999998,-5935542.5,-323179.945,-714207.9175,0,1177453,0.0
2021-04-30,101445188.10499999,54460500,40448548.817499995,2636455.5374999996,3899683.7499999995,0,-33484785.94,-11937131.3725,-3826069.5475,-1106608.2825,-9570098.75,-4422840.4975,-2521980.955,-100056.535,67960402.16499999,0.0
2021-05-03,73781530.83500001,38951000,19635210.202499997,15195320.6325,0.0,0,-44249049.38249999,-24074324.22,-11153723.065000001,-1951187.8549999997,-207732.5,-3182512.37,-3679569.3724999996,0,29532481.452500015,0.0
2021-05-04,19997557.3875,5569000,10884059,3544498.3875,0.0,0,-8596025.3575,-3480383.49,-196791.255,-959194.695,0,-3263527.6925,-635943.6350000001,-60184.59,11401532.03,0.0
2021-05-05,41935856.355000004,15727750,15920383.197500002,10287723.157499999,0.0,0,-62025858.70999999,-13255037.2475,-10134533.105,-1114139.2125,0,-3172330.5525,-1693669.5949999993,-32656148.9975,-20090002.35499999,0.0
2021-05-06,26235098.6025,11661500,10272513.8275,4301084.775,0.0,0,-17219410.525,-9317827.3325,-3802153.8175,-1067336.8525,0,-166982.63,-2623151.3674999997,-241958.525,9015688.0775,0.0
2021-05-07,41613867.5,10024750,22043588.665000003,9545528.835,0.0,0,-84820927.3425,-10118295.0425,-4094614.4375,-1302212.0025,-65699042.50000001,-81132.9825,-2832399.8474999997,-693230.53,-43207059.8425,0.0
2021-05-10,74374749.01,47109000,20940484.717499997,6325264.2925,0.0,0,-64303491.995000005,-24672917.7025,-7469758.99,-4759621.0975,0,-22242463.610000003,-5158730.594999999,0,10071257.015,0.0
2021-05-11,28435317.549999997,11118250,14227339.372499999,3089728.1775,0.0,0,-43757485.66,-17580077.385,-4345554.4175,-924325.885,-11426250,-7525463.61,-1871153.8899999994,-84660.4725,-15322168.11,0.0
2021-05-12,34606399.7175,14158750,16611275.512500001,3836374.205,0.0,0,-25343098.29,-12923509.0075,-10590794.445,-854509.1100000001,0,-336590.27,-637695.4574999989,0,9263301.427500002,0.0
2021-05-17,154700449.875,79550500,53906391.752500005,19492324.3725,0.0,1751233.75,-116308332.35000001,-61050318.2575,-15913631.4525,-7068751.897500001,-22090747,-816320.505,-9368563.2375,0,38392117.52499999,0.0
2021-05-18,22202981.744999997,5552750,13185788.525,3464443.22,0.0,0,-19573463.6575,-12476402.2325,-4775310.7525,-1209611.5524999998,0,-99343.7975,-929279.4324999996,-83515.89,2629518.0874999985,0.0
2021-05-20,50365039.7175,21586750,22123522.875000004,6654766.842499999,0.0,0,-81743301.44,-22068982.3125,-5560747.4375,-2462218.79,-24045925,-1590424.7725,-2211597.7199999997,-23803405.407500003,-31378261.722499996,0.0
2021-05-21,38218632,14788000,21036314.415,2394317.585,0.0,0,-15044576.525,-7456625.1,-1936497.1425,-964195.2675,0,-3277453.155,-1327110.7999999998,-82695.06,23174055.475,0.0
2021-05-24,79468635.785,46844500,25258924.0575,7365211.727499999,0.0,0,-75120146.565,-43907755.2175,-9080883.682500001,-2537572.37,-14886925,-2277320.675,-2358430.0699999994,-71259.55,4348489.219999999,0.0
2021-05-25,46012345.410000004,27640250,15116521.1525,3255574.2575,0.0,0,-27768441.0825,-4533134.82,-3677064.0925000003,-1870089.8175000001,-180341,-15483161.07,-1966817.6049999993,-57832.6775,18243904.327500004,0.0
2021-05-26,32820181.68,18918500,10681169.8,2626080.1875,0.0,594431.6925,-32231542.7075,-19874294.3175,-3272899.125,-2018243.96,-1991143,-4253480.2775,-821482.0274999999,0,588638.9725000001,0.0
2021-05-27,35302095.4725,15649250,14531149.2975,5121696.175,0.0,0,-17405014.575,-9958997.9925,-4196806.04,-2193144.755,0,-96276.425,-947865.3675,-11923.995,17897080.897499997,0.0
2021-05-28,32809977.782500003,14929750,15203634.4825,2676593.3,0.0,0,-17977541.86,-2929722.7275,-3498429.315,-514089.47,-6075431.5,-4142590.175,-719766.9850000001,-97511.6875,14832435.922500003,0.0
2021-05-31,146449351.462654,85204500,50350834.035,6341773.375,4552244.052654,0,-76983452.32000001,-45657084.3125,-10713264.39,-3123145.9850000003,0,-13864599.34,-3625358.2924999995,0,69465899.14265399,0.0
2021-06-01,37023784.607499994,20326750,13026367.557499997,3670667.05,0.0,0,-40056878.11,-4631898.2,-289773.4,-1335462.6075000002,-23385175,-8894527.7225,-1493963.2950000002,-26077.885,-3033093.502500005,0.0
2021-06-02,21163220.522499997,6607750,10949394.557499997,3606075.965,0.0,0,-42855449.292500004,-11447843.3375,-4156727.3049999997,-1524573.7100000002,-24126200,-48759.475,-1551345.465,0,-21692228.770000007,0.0
2021-06-03,30916527.8825,16360250,11244892.2625,3311385.62,0.0,0,-60952670.730000004,-11650261.9175,-2485834.67,-423429.76,0,-249866.2525,-4367043.9275,-41776234.2025,-30036142.847500004,0.0
2021-06-04,27858477.5575,12344250,13193863.1525,2320364.4050000003,0.0,0,-27526826.939999998,-14804053.1575,-3572163.58,-3455244.2274999996,-65402.25,-579251.1775,-3984800.6025000005,-1065911.9449999998,331650.6175000034,0.0
2021-06-07,114828575.4925,55919750,40083990.99999999,18824834.4925,0.0,0,-110610935.3925,-49774697.17,-11215512.7875,-5138442.0125,-31472250,-8662590.1775,-3461733.5425000014,-885709.7025,4217640.100000009,0.0
2021-06-08,37397735.1725,22657250,12484053.43,2256431.7425,0.0,0,-23605616.764999997,-12852389.2925,-3900798.445,-1418649.9975,-430190,-28952.275,-4695649.02,-278987.735,13792118.407500003,0.0
2021-06-09,41482902.8675,20973500,15281454.014999999,4895000.475,0.0,332948.3775,-22139638.919999994,-10330159.08,-5562599.585,-4198418.8925,0,-160766.0525,-1360081.64,-527613.6699999999,19343263.947500005,0.0
2021-06-10,66796284.6075,37959500,22975573.330000002,5861211.2775,0.0,0,-47458777.9975,-11923638.02,-2465350.4699999997,-1899436.22,0,-28879717.1725,-2221339.000000001,-69297.115,19337506.61,0.0
2021-06-11,41887611.4,16212750,21115558.4725,4559302.9275,0.0,0,-20080911.294999998,-8683791.895,-2922600.7575,-2392671.9299999997,0,-1853032.4575,-3522816.1525,-705998.1025,21806700.105,0.0
2021-06-14,108569715.0675,63368250,34238641.625,10962823.442500003,0.0,0,-107401200.69750002,-76014754.3175,-15416202.21,-5563348.6975,-505800,-5573420.59,-4327674.8825,0,1168514.369999975,0.0
2021-06-15,80891159.3225,43436750,30564372.945000004,6890036.3774999995,0.0,0,-48848829.88750001,-11438256.05,-5169758.680000001,-1603174.8275,-24879776.25,-352878.5825,-5352632.452500001,-52353.045,32042329.434999995,0.0
2021-06-16,38049985.8525,20900500,13467493.36,3681992.4925,0.0,0,-33018593.0425,-9424038.3925,-6418362.3175,-1552313.0850000002,-10643375,-3960180.58,-1020323.6675000002,0,5031392.809999999,0.0
2021-06-17,28989717.392500002,6949500,17225626.8975,4814590.495,0.0,0,-16009690.167499999,-11456491.655,-1379619.6475,-1836499.6724999999,0,-97.35,-1306389.8350000004,-30592.0075,12980027.225000003,0.0
2021-06-18,39763066.472500004,16753500,16818458.680000003,6191107.7924999995,0.0,0,-81544178.425,-13476319.0025,-8854026.83,-1805055.76,0,-5030949.005,-2451885.095,-49925942.7325,-41781111.95249999,0.0
2021-06-21,108195504.97749999,64226000,32807494.3,11162010.6775,0.0,0,-82826394.94999999,-54947223.79,-14852231.2925,-4684552.6225,0,-4385786.3475,-3956600.8975,0,25369110.027500004,0.0
2021-06-22,48984927.06999999,24446250,19131713.132499997,5406963.9375,0.0,0,-43638976.30250001,-9680370.33,-5989090.92,-1339998.865,-21977790.000000004,-3196909.1075,-1120036.2625,-334780.8175,5345950.767499983,0.0
2021-06-23,45080078.6175,23165500,16321049.170000002,5593529.447500001,0.0,0,-43714829.74999999,-21782027.9925,-5801991.25,-1231586.16,-13457729.999999998,-166982.6175,-1274511.73,0,1365248.8675000072,0.0
2021-06-24,48569304.60250001,22581250,18763167.525000002,5311387.0775,0.0,1913500,-24235417.302500002,-13556457.055,-6489075.5,-1265571.75,0,-187483.28,-2583667.9675,-153161.75,24333887.300000004,0.0
2021-06-25,59436668.1725,29039750,24345518.0175,6051400.154999999,0.0,0,-108255424.8225,-24664933.3775,-5352440.865,-690829.6625,-49933625,-24985267.8225,-2613139.0324999997,-15189.0625,-48818756.650000006,0.0
2021-06-28,107298415.6825,64046500,33058359.655,10193556.0275,0.0,0,-94411998.3525,-55478025.435,-13704905.81,-8270666.07,-130610,-13705297.290000001,-3122493.7475000005,0,12886417.329999998,0.0
2021-06-29,49988018.78,28702000,17358389.029999997,3927629.75,0.0,0,-70160321.4375,-10888734.765,-5150630.3825,-7806431.1375,-43592725,-972065.62,-1733083.0399999989,-16651.4925,-20172302.6575,0.0
2021-06-30,140518200.76250002,74911500,54956161.7725,10650538.99,0.0,0,-29177150.282500003,-18128541.8575,-6239988.762499999,-1479117.3850000002,-1295487.5,-102730.1425,-1931284.6350000012,0,111341050.48000002,0.0
2021-07-01,44514853.635,23053000,15248921.132499998,6022655.43,0.0,190277.0725,-26673564.2975,-15846351.3,-6552591.99,-2252755.125,0,-1095292.1325,-926573.75,0,17841289.3375,0.0
2021-07-02,29930204.207499996,3494500,18433616.197499998,8002088.01,0.0,0,-37324506.6025,-14230318.4525,-9752684.1025,-1719052.91,-256780,-9455193.2575,-1890172.5125000025,-20305.3675,-7394302.395000003,0.0
2021-07-05,144259237.5625,78129500,46446785.410000004,19682952.1525,0.0,0,-147966125.1325,-67442795.435,-18984298.705,-2824851.53,-642531.25,-87177.555,-3180943.7825,-54803526.875,-3706887.569999993,0.0
2021-07-06,38683034.2375,16806250,16085571.6175,5791212.62,0.0,0,-21057434.9925,-9261922.2875,-6494949.25,-1982217.75,0,-763441.04,-2179904.6650000005,-375000,17625599.244999997,0.0
2021-07-07,49575829.8975,25625500,18041675.2125,5908654.685,0.0,0,-35891064.08,-22207998.615,-6011630.7875,-1832217,0,-2742253.9275,-3096963.75,0,13684765.817500003,0.0
2021-07-08,59941571.31499999,29814000,21943620.679999996,8183950.635,0.0,0,-73011737.81750001,-16370146.7925,-6357906.5,-1572296,-42018367.5,-3587761.775,-3105259.25,0,-13070166.50250002,0.0
2021-07-09,42513664.585,16910250,20593157.3675,5010257.217499999,0.0,0,-31351426.952500004,-13126334.405,-5096044.25,-2214394.75,0,-6982801.0375,-3904358,-27494.51,11162237.632499997,0.0
2021-07-12,148203033.3375,90134000,42712436.489999995,15356596.8475,0.0,0,-120234798.7,-49363543.22,-13331698.75,-8872927.25,-19456200,-24408467.98,-4801961.5,0,27968234.637500003,0.0
2021-07-13,56805677.877500005,29915000,19661386.942500003,7229290.9350000005,0.0,0,-31201905.485000003,-16799589.815,-7727264.25,-1178421.5,0,-180087.2175,-3655021.6275,-1661521.075,25603772.392500002,0.0
2021-07-14,64842253.5175,29157000,29811209.817500003,5874043.699999999,0.0,0,-69305359.8925,-35314300.4775,-8934001.47,-1855028.7025000001,0,-19614565.825,-3587463.4175,0,-4463106.375,0.0
2021-07-16,145134278.225,77128500,56649092.315,9044935.91,0.0,2311750,-114420346.9325,-36309632.0125,-14683179.5,-3577490.5725,-54670350,-11484.96,-4796354.3875,-371855.5,30713931.29249999,0.0
2021-07-19,124682584.61250001,38314500,63337514.51250001,23030570.099999998,0.0,0,-107582733.72,-71291546.085,-31737689.5,-1930940,0,-98786.775,-2523771.36,0,17099850.892500013,0.0
2021-07-26,335309342.99499995,178108000,106943243.0975,50258099.8975,0.0,0,-171836280.99000004,-1004949.6025,-23297200.4725,-21012068.105,-96819375,-18759806.267500002,-6395078.300000001,-4547803.2425,163473062.0049999,0.0
2021-07-27,51549129.56750001,24693250,22664295.85500001,4191583.7125000004,0.0,0,-168313720.31249997,-143548178.1525,-6716755.4325,-1910579.2574999998,-10706250,-4092442.29,-1231512.7275000005,-108002.4525,-116764590.74499996,0.0
2021-07-28,59846856.1925,33182000,20090375.045000006,6574481.1475,0.0,0,-52671822.012499996,-29658994.8975,-12038636.899999999,-2437266.7375,0,-5763550.1425,-2773373.335,0,7175034.180000007,0.0
2021-07-29,52759328.1525,28973750,20584272.81,3201305.3425000003,0.0,0,-44497929.745000005,-20125450.212500002,-13639653.25,-1906162.75,-2118879,-3279023.7825,-3428760.75,0,8261398.407499999,0.0
2021-07-30,148054886.495,72531000,69253516.92999999,6270369.5649999995,0.0,0,-61708153.5025,-43139730.855,-7151970.45,-1397126.465,0,-7724488.2375,-2275798.75,-19038.745,86346732.9925,0.0
2021-08-02,114531069.6725,56329500,36132650.68500001,22068918.9875,0.0,0,-73935711.74499999,-40717928.0275,-10722538.6575,-9194180.1125,0,-7855960.7225,-5445104.225,0,40595357.92750001,0.0
2021-08-03,52924587.07749999,21401250,25502151.147499997,6021185.93,0.0,0,-33755416.14999999,-12624487.594999999,-9677365.33,-3122620.6475000004,-4972936.3825,-62500,-3100367.222499999,-195138.9725,19169170.927500002,0.0
2021-08-04,49196778.05250001,31057750,14803398.337500002,3335629.715,0.0,0,-61985554.402499996,-13777046.7425,-14023581.79,-1282170.4275,0,-6738.6925,-3563859.4699999997,-29332157.28,-12788776.349999987,0.0
2021-08-05,55392853.63,30452750,19176060.465000004,5764043.165,0.0,0,-31345221.75,-17631707.635,-4827637.77,-1651160.2,-4265600,-150483.5875,-2818632.5575,0,24047631.880000003,0.0
2021-08-06,44317535.555,18278500,20208967.669999998,5830067.885000001,0.0,0,-46938461.405,-23214881.64,-13668718.245,-4953676.1575,0,-281763.39,-4754398.0600000005,-65023.9125,-2620925.8500000015,0.0
2021-08-09,138894057.035,74501750,47517713.55,16874593.485,0.0,0,-205327135.185,-63448183.6325,-19113532.509999998,-8122807.945,-108068750,-767373.0075,-5806488.090000004,0,-66433078.150000006,0.0
2021-08-10,70268761.3775,43270750,21048258.9625,5949752.415,0.0,0,-45107840.45249999,-8151904.2225,-4271067.8475,-2897282.0900000003,0,-25645597.122500002,-3543296.4724999997,-598692.6975,25160920.925000004,0.0
2021-08-11,48312626.6125,29215000,15313642.437500002,3783984.175,0.0,0,-55955219.75499999,-14567680.225,-5799455.774999999,-7755202.3625,-22650337.5,-3426519.9725,-1374054.3075,-381969.6125,-7642593.142499991,0.0
2021-08-12,53987833.3925,27100500,21991051.2975,4896282.095,0.0,0,-32827562.592499997,-17774332.425,-7346729.8,-2758789.8925,0,-3834065.3375,-1113645.1375000002,0,21160270.8,0.0
2021-08-13,50208479.2225,20522500,25276880.814999998,4409098.4075,0.0,0,-30798376.805,-16840067.1025,-8191475.75,-2793695.13,0,-179906.0225,-2296096.3375000004,-497136.4625,19410102.417499997,0.0
2021-08-16,182537191.85250002,107467750,59315296.987500004,14505982.365000002,1248162.5,0,-148983282.7525,-73100467.065,-21945811.732499998,-12278481.2725,-27553500,-6842273.08,-7262749.6025,0,33553909.100000024,0.0
2021-08-17,35076407.542500004,7660000,17205977.8625,8967629.68,1242800.0,0,-41229431.385000005,-10822559.6,-5131264.715,-2704952.01,0,-20706416.72,-1619797.1450000005,-244441.195,-6153023.842500001,0.0
2021-08-18,55306644.2525,27837250,21299319.54,5420074.712499999,0.0,750000,-82427689.67,-18695365.125,-8226532.715,-2493747.185,0,-967814.5625,-1707827.1425000005,-50336402.940000005,-27121045.417500004,0.0
2021-08-19,51639810.8575,25138750,19620567.325000003,4880493.532500001,0.0,2000000,-41873202.28500001,-21234660.745,-8218790.6175,-3224061.635,0,-7993938.3875,-995149.5675000008,-206601.3325,9766608.57249999,0.0
2021-08-20,54814740.58499999,23273250,22524534.0675,9016956.5175,0.0,0,-30354534.002499998,-22270008.795,-1771426.6824999999,-2804923.1575,0,-131836.955,-1306725.3725,-2069613.04,24460206.582499996,0.0
2021-08-23,142137002.265,85470000,43949102.6375,12717899.627499998,0.0,0,-141951911.09172997,-69558396.1475,-16922013.06,-7317808.044999999,-39523994.35423,-952881.3725,-2475169.8850000007,-5201648.2275,185091.1732700169,0.0
2021-08-24,53798438.599999994,27727750,21331325.037499998,4739363.5625,0.0,0,-30704896.037499994,-19644878.3875,-524278.115,-8405920.8375,0,-188851.615,-1938011.1174999997,-2955.965,23093542.5625,0.0
2021-08-25,69891015.24249999,44178500,20582596.037499998,5129919.205,0.0,0,-61642652.055,-21464171.3925,-12729081.2775,-2370132.44,0,-22936794.6325,-2142472.3124999995,0,8248363.187499993,0.0
2021-08-26,55906862.849999994,25084500,22444011.134999998,8378351.715,0.0,0,-58489686.7325,-29729875.235,-5457461.255,-7833642.4275,0,-14753791.395000001,-714916.4199999981,0,-2582823.8825000077,0.0
2021-08-27,54091139.8775,21319750,26666276.779999997,6105113.097499999,0.0,0,-40717397.39,-17611481.325,-8877325.102500001,-4823003.032500001,-7330312.5,-1012156.7575000001,-875815.6349999984,-187303.0375,13373742.487499997,0.0
